order_date,order_id,customer_name,customer_segment,product_name,product_category,product_subcategory,product_manufacturer,shipping_city,shipping_state,shipping_region,shipping_date,shipping_mode,quantity,order_discount,order_profits,order_profit_ratio,order_sales
2016-11-28,CA-2016-142930,Evan Bailliet,Consumer,Xerox 1941,Office Supplies,Paper,Xerox,Austin,Texas,Central,2016-12-02,Standard Class,4.0,0.2,117.0,0.35,336.0
2016-12-05,CA-2016-142937,Sandra Flanagan,Consumer,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,Boston,Dallas,Texas,Central,2016-12-06,First Class,2.0,0.2,5.0,0.1,45.0
2016-03-06,CA-2016-142944,John Lucas,Consumer,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,Deflect-o,San Francisco,California,West,2016-03-11,Standard Class,7.0,0.0,96.0,0.22,435.0
2016-03-06,CA-2016-142944,John Lucas,Consumer,Canon PC1060 Personal Laser Copier,Technology,Copiers,Canon,San Francisco,California,West,2016-03-11,Standard Class,2.0,0.2,378.0,0.34,1120.0
2016-10-12,CA-2016-142993,Kelly Andreada,Consumer,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,Kingston,Seattle,Washington,West,2016-10-17,Standard Class,2.0,0.0,3.0,0.19,18.0
2016-10-12,CA-2016-142993,Kelly Andreada,Consumer,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,Other,Seattle,Washington,West,2016-10-17,Standard Class,2.0,0.0,0.0,0.0,82.0
2016-09-17,CA-2016-143077,Sylvia Foulston,Corporate,GBC Imprintable Covers,Office Supplies,Binders,GBC,Houston,Texas,Central,2016-09-21,Standard Class,3.0,0.8,-10.0,-1.55,7.0
2016-09-17,CA-2016-143077,Sylvia Foulston,Corporate,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings,Howard Miller,Houston,Texas,Central,2016-09-21,Standard Class,2.0,0.6,-10.0,-0.48,22.0
2016-12-10,CA-2016-143105,Matt Abelman,Home Office,Avery 486,Office Supplies,Labels,Avery,New York City,New York,East,2016-12-10,Same Day,1.0,0.0,3.0,0.47,7.0
2016-12-10,CA-2016-143105,Matt Abelman,Home Office,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,Paper,Adams,New York City,New York,East,2016-12-10,Same Day,6.0,0.0,19.0,0.46,41.0
2016-12-10,CA-2016-143105,Matt Abelman,Home Office,Xerox 1883,Office Supplies,Paper,Xerox,New York City,New York,East,2016-12-10,Same Day,7.0,0.0,85.0,0.46,185.0
2016-12-10,CA-2016-143105,Matt Abelman,Home Office,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,Hewlett-Packard,New York City,New York,East,2016-12-10,Same Day,2.0,0.2,250.0,0.31,800.0
2016-09-24,CA-2016-143119,Marc Crier,Consumer,Harbour Creations Steel Folding Chair,Furniture,Chairs,Other,Lafayette,Louisiana,South,2016-09-30,Standard Class,6.0,0.0,155.0,0.3,518.0
2016-05-26,CA-2016-143147,Pamela Stobb,Consumer,"Global Stack Chair with Arms, Black",Furniture,Chairs,Global,San Antonio,Texas,Central,2016-05-28,Second Class,5.0,0.3,-4.0,-0.04,105.0
2016-05-26,CA-2016-143147,Pamela Stobb,Consumer,Novimex Swivel Fabric Task Chair,Furniture,Chairs,Novimex,San Antonio,Texas,Central,2016-05-28,Second Class,1.0,0.3,-29.0,-0.27,106.0
2016-05-26,CA-2016-143147,Pamela Stobb,Consumer,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,Other,San Antonio,Texas,Central,2016-05-28,Second Class,2.0,0.4,-80.0,-0.2,400.0
2016-09-06,CA-2016-143238,Lori Olson,Corporate,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,Memorex,La Quinta,California,West,2016-09-08,First Class,4.0,0.0,18.0,0.39,46.0
2016-07-14,CA-2016-143364,Toby Gnade,Consumer,Xerox 1899,Office Supplies,Paper,Xerox,Mesa,Arizona,West,2016-07-19,Second Class,4.0,0.2,7.0,0.36,18.0
2016-07-14,CA-2016-143364,Toby Gnade,Consumer,"Hon Metal Bookcases, Black",Furniture,Bookcases,Hon,Mesa,Arizona,West,2016-07-19,Second Class,6.0,0.7,-192.0,-1.5,128.0
2016-07-14,CA-2016-143364,Toby Gnade,Consumer,SAFCO Boltless Steel Shelving,Office Supplies,Storage,SAFCO,Mesa,Arizona,West,2016-07-19,Second Class,3.0,0.2,-65.0,-0.24,273.0
2016-07-14,CA-2016-143364,Toby Gnade,Consumer,SAFCO Arco Folding Chair,Furniture,Chairs,SAFCO,Mesa,Arizona,West,2016-07-19,Second Class,2.0,0.2,50.0,0.11,442.0
2016-12-06,CA-2016-143490,Naresj Patel,Consumer,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art,Stanley,San Diego,California,West,2016-12-13,Standard Class,9.0,0.0,34.0,0.28,120.0
2016-12-06,CA-2016-143490,Naresj Patel,Consumer,AT&T 1080 Corded phone,Technology,Phones,AT&T,San Diego,California,West,2016-12-13,Standard Class,2.0,0.2,19.0,0.09,219.0
2016-03-19,CA-2016-143532,Dan Campbell,Consumer,"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,Paper,Adams,North Miami,Florida,South,2016-03-24,Standard Class,3.0,0.2,5.0,0.34,14.0
2016-04-25,CA-2016-143602,Jill Stevenson,Corporate,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,Fellowes,Los Angeles,California,West,2016-04-28,Second Class,3.0,0.2,5.0,0.33,14.0
2016-09-27,CA-2016-143616,Saphhira Shifley,Corporate,Newell 334,Office Supplies,Art,Newell,Seattle,Washington,West,2016-09-29,Second Class,5.0,0.0,26.0,0.26,99.0
2016-07-26,CA-2016-143700,Alan Shonely,Consumer,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Office Supplies,Paper,Eureka,Philadelphia,Pennsylvania,East,2016-07-26,Same Day,2.0,0.2,4.0,0.35,10.0
2016-06-26,CA-2016-143882,Dennis Bolton,Home Office,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,Universal,Lakewood,Ohio,East,2016-06-30,Standard Class,9.0,0.2,16.0,0.36,43.0
2016-12-25,CA-2016-143980,Jim Kriz,Home Office,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,Kensington,New York City,New York,East,2016-12-29,Standard Class,2.0,0.0,124.0,0.3,415.0
2016-05-10,CA-2016-144043,Alan Barnes,Consumer,Belkin Standard 104 key USB Keyboard,Technology,Accessories,Belkin,Louisville,Colorado,West,2016-05-15,Standard Class,4.0,0.2,-3.0,-0.06,47.0
2016-11-29,CA-2016-144099,Phillina Ober,Home Office,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,Acco,San Francisco,California,West,2016-11-30,Same Day,1.0,0.2,2.0,0.36,4.0
2016-06-09,CA-2016-144190,Nathan Cano,Consumer,Xerox 1995,Office Supplies,Paper,Xerox,Royal Oak,Michigan,Central,2016-06-13,Standard Class,2.0,0.0,6.0,0.48,13.0
2016-05-04,CA-2016-144253,Alan Schoenberger,Corporate,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,Electrix,New York City,New York,East,2016-05-09,Second Class,2.0,0.0,13.0,0.48,27.0
2016-08-21,CA-2016-144267,Nick Zandusky,Home Office,Xerox 1927,Office Supplies,Paper,Xerox,San Francisco,California,West,2016-08-23,First Class,1.0,0.0,2.0,0.45,4.0
2016-08-21,CA-2016-144267,Nick Zandusky,Home Office,Xerox 1974,Office Supplies,Paper,Xerox,San Francisco,California,West,2016-08-23,First Class,4.0,0.0,12.0,0.49,24.0
2016-08-21,CA-2016-144267,Nick Zandusky,Home Office,Xerox 191,Office Supplies,Paper,Xerox,San Francisco,California,West,2016-08-23,First Class,3.0,0.0,28.0,0.47,60.0
2016-08-21,CA-2016-144267,Nick Zandusky,Home Office,Hon GuestStacker Chair,Furniture,Chairs,Hon,San Francisco,California,West,2016-08-23,First Class,3.0,0.2,41.0,0.08,544.0
2016-11-23,CA-2016-144274,Pierre Wener,Consumer,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,Sanford,Wilmington,Delaware,East,2016-11-25,Second Class,4.0,0.0,6.0,0.43,13.0
2016-11-23,CA-2016-144274,Pierre Wener,Consumer,Staple envelope,Office Supplies,Envelopes,Staple envelope,Wilmington,Delaware,East,2016-11-25,Second Class,2.0,0.0,8.0,0.47,17.0
2016-11-23,CA-2016-144274,Pierre Wener,Consumer,Xerox 226,Office Supplies,Paper,Xerox,Wilmington,Delaware,East,2016-11-25,Second Class,6.0,0.0,19.0,0.48,39.0
2016-11-23,CA-2016-144274,Pierre Wener,Consumer,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Office Supplies,Paper,Other,Wilmington,Delaware,East,2016-11-25,Second Class,6.0,0.0,21.0,0.47,44.0
2016-11-23,CA-2016-144274,Pierre Wener,Consumer,Nortel Meridian M3904 Professional Digital phone,Technology,Phones,Nortel,Wilmington,Delaware,East,2016-11-25,Second Class,2.0,0.0,89.0,0.29,308.0
2016-12-25,CA-2016-144288,Maria Bertelson,Consumer,Avery 474,Office Supplies,Labels,Avery,Nashville,Tennessee,South,2016-12-31,Standard Class,4.0,0.2,3.0,0.36,9.0
2016-12-25,CA-2016-144288,Maria Bertelson,Consumer,Xerox 227,Office Supplies,Paper,Xerox,Nashville,Tennessee,South,2016-12-31,Standard Class,2.0,0.2,4.0,0.35,10.0
2016-06-19,CA-2016-144302,Maria Etezadi,Home Office,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,GBC,Dallas,Texas,Central,2016-06-23,Standard Class,2.0,0.8,-10.0,-1.65,6.0
2016-11-05,CA-2016-144386,Grant Thornton,Corporate,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,Wilson Jones,New York City,New York,East,2016-11-11,Standard Class,6.0,0.2,9.0,0.35,25.0
2016-11-13,CA-2016-144519,Arthur Wiediger,Home Office,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,Eldon,Helena,Montana,West,2016-11-17,Standard Class,7.0,0.0,22.0,0.34,64.0
2016-11-13,CA-2016-144519,Arthur Wiediger,Home Office,Panasonic KX TS3282W Corded phone,Technology,Phones,Panasonic,Helena,Montana,West,2016-11-17,Standard Class,5.0,0.2,42.0,0.13,340.0
2016-11-20,CA-2016-144652,Skye Norling,Home Office,Newell 333,Office Supplies,Art,Newell,Los Angeles,California,West,2016-11-26,Standard Class,7.0,0.0,5.0,0.26,19.0
2016-03-16,CA-2016-144722,Monica Federle,Corporate,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,Howard Miller,Los Angeles,California,West,2016-03-23,Standard Class,1.0,0.0,18.0,0.42,43.0
2016-12-06,CA-2016-144806,Gary Hwang,Consumer,Xerox 1970,Office Supplies,Paper,Xerox,Tucson,Arizona,West,2016-12-11,Standard Class,5.0,0.2,7.0,0.34,20.0
2016-12-06,CA-2016-144806,Gary Hwang,Consumer,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,Boston,Tucson,Arizona,West,2016-12-11,Standard Class,6.0,0.2,10.0,0.11,86.0
2016-12-06,CA-2016-144806,Gary Hwang,Consumer,Xerox 1960,Office Supplies,Paper,Xerox,Tucson,Arizona,West,2016-12-11,Standard Class,8.0,0.2,62.0,0.31,198.0
2016-12-06,CA-2016-144806,Gary Hwang,Consumer,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,Howard Miller,Tucson,Arizona,West,2016-12-11,Standard Class,6.0,0.2,49.0,0.24,206.0
2016-12-06,CA-2016-144806,Gary Hwang,Consumer,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,Belkin,Tucson,Arizona,West,2016-12-11,Standard Class,6.0,0.2,-59.0,-0.24,247.0
2016-12-25,CA-2016-144890,Sean Miller,Home Office,Xerox 1949,Office Supplies,Paper,Xerox,Los Angeles,California,West,2016-12-29,Standard Class,2.0,0.0,5.0,0.49,10.0
2016-12-12,CA-2016-145065,Dennis Kane,Consumer,Staples,Office Supplies,Fasteners,Other,San Diego,California,West,2016-12-15,First Class,2.0,0.0,4.0,0.46,8.0
2016-12-12,CA-2016-145065,Dennis Kane,Consumer,Recycled Premium Regency Composition Covers,Office Supplies,Binders,Other,San Diego,California,West,2016-12-15,First Class,2.0,0.2,9.0,0.36,24.0
2016-11-27,CA-2016-145184,Justin Deggeller,Corporate,Apple EarPods with Remote and Mic,Technology,Phones,Apple,Newark,Delaware,East,2016-11-29,First Class,3.0,0.0,24.0,0.28,84.0
2016-11-27,CA-2016-145184,Justin Deggeller,Corporate,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories,Other,Newark,Delaware,East,2016-11-29,First Class,3.0,0.0,7.0,0.07,105.0
2016-11-15,CA-2016-145324,Duane Huffman,Home Office,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,Other,Harrisonburg,Virginia,South,2016-11-19,Standard Class,2.0,0.0,14.0,0.36,40.0
2016-03-16,CA-2016-145352,Christopher Martinez,Consumer,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,Rogers,Atlanta,Georgia,South,2016-03-22,Standard Class,1.0,0.0,1.0,0.27,3.0
2016-03-16,CA-2016-145352,Christopher Martinez,Consumer,Newell 344,Office Supplies,Art,Newell,Atlanta,Georgia,South,2016-03-22,Standard Class,3.0,0.0,2.0,0.26,8.0
2016-03-16,CA-2016-145352,Christopher Martinez,Consumer,Personal File Boxes with Fold-Down Carry Handle,Office Supplies,Storage,Other,Atlanta,Georgia,South,2016-03-22,Standard Class,3.0,0.0,12.0,0.25,47.0
2016-03-16,CA-2016-145352,Christopher Martinez,Consumer,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Office Supplies,Binders,Fellowes,Atlanta,Georgia,South,2016-03-22,Standard Class,5.0,0.0,3177.0,0.5,6355.0
2016-11-16,CA-2016-145394,Matt Connell,Corporate,"Neat Ideas Personal Hanging Folder Files, Black",Office Supplies,Storage,Other,Chicago,Illinois,Central,2016-11-20,Standard Class,2.0,0.2,2.0,0.08,21.0
2016-11-16,CA-2016-145394,Matt Connell,Corporate,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,Howard Miller,Chicago,Illinois,Central,2016-11-20,Standard Class,2.0,0.6,-16.0,-0.45,35.0
2016-11-16,CA-2016-145394,Matt Connell,Corporate,HTC One,Technology,Phones,HTC,Chicago,Illinois,Central,2016-11-20,Standard Class,3.0,0.2,27.0,0.11,240.0
2016-01-30,CA-2016-145401,Jeremy Pistek,Consumer,Rediform Voice Mail Log Books,Office Supplies,Paper,REDIFORM,Houston,Texas,Central,2016-02-04,Standard Class,6.0,0.2,5.0,0.35,14.0
2016-04-12,CA-2016-145415,Robert Dilbeck,Home Office,"Rogers Jumbo File, Granite",Office Supplies,Storage,Rogers,Seattle,Washington,West,2016-04-17,Second Class,3.0,0.0,0.0,0.01,41.0
2016-03-24,CA-2016-145457,Cathy Prescott,Corporate,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,Eldon,Covington,Washington,West,2016-03-27,Second Class,5.0,0.0,13.0,0.28,47.0
2016-11-05,CA-2016-145485,Justin MacKendrick,Consumer,Hanging Personal Folder File,Office Supplies,Storage,Other,San Francisco,California,West,2016-11-05,Same Day,4.0,0.0,16.0,0.25,63.0
2016-10-30,CA-2016-145758,Barry Französisch,Corporate,Star Micronics TSP100 TSP143LAN Receipt Printer,Technology,Machines,Other,New York City,New York,East,2016-10-30,Same Day,4.0,0.0,269.0,0.26,1036.0
2016-11-19,CA-2016-145814,Katherine Ducich,Consumer,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,ACCOHIDE,New York City,New York,East,2016-11-24,Standard Class,2.0,0.2,2.0,0.38,6.0
2016-11-19,CA-2016-145814,Katherine Ducich,Consumer,Aastra 6757i CT Wireless VoIP phone,Technology,Phones,Other,New York City,New York,East,2016-11-24,Standard Class,4.0,0.0,250.0,0.29,862.0
2016-05-01,CA-2016-145821,Jennifer Braxton,Corporate,OtterBox Defender Series Case - iPhone 5c,Technology,Phones,OtterBox,Los Angeles,California,West,2016-05-07,Standard Class,3.0,0.2,11.0,0.13,89.0
2016-10-05,CA-2016-145828,Maria Bertelson,Consumer,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,SanDisk,Cincinnati,Ohio,East,2016-10-07,First Class,3.0,0.2,-5.0,-0.09,53.0
2016-05-13,CA-2016-145835,Ben Ferrer,Home Office,Advantus Plastic Paper Clips,Office Supplies,Fasteners,Advantus,Chicago,Illinois,Central,2016-05-18,Second Class,4.0,0.2,6.0,0.35,16.0
2016-05-13,CA-2016-145835,Ben Ferrer,Home Office,Toshiba IPT2010-SD IP Telephone,Technology,Phones,Other,Chicago,Illinois,Central,2016-05-18,Second Class,2.0,0.2,17.0,0.08,222.0
2016-09-15,CA-2016-145849,Carol Triggs,Consumer,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,Other,Indianapolis,Indiana,Central,2016-09-17,Second Class,8.0,0.0,8.0,0.34,24.0
2016-09-15,CA-2016-145849,Carol Triggs,Consumer,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,Fellowes,Indianapolis,Indiana,Central,2016-09-17,Second Class,2.0,0.0,11.0,0.06,191.0
2016-02-09,CA-2016-146038,Sarah Jordon,Consumer,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,Global,Los Angeles,California,West,2016-02-16,Standard Class,5.0,0.2,23.0,0.11,204.0
2016-07-06,CA-2016-146087,Paul Prost,Home Office,Bush Mission Pointe Library,Furniture,Bookcases,Bush,Holyoke,Massachusetts,East,2016-07-11,Standard Class,2.0,0.0,60.0,0.2,302.0
2016-03-07,CA-2016-146255,Eugene Moren,Home Office,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,GBC,Newark,Delaware,East,2016-03-10,First Class,2.0,0.0,15.0,0.49,30.0
2016-03-07,CA-2016-146255,Eugene Moren,Home Office,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,Wilson Jones,Newark,Delaware,East,2016-03-10,First Class,2.0,0.0,33.0,0.48,69.0
2016-03-07,CA-2016-146255,Eugene Moren,Home Office,Microsoft Sculpt Comfort Mouse,Technology,Accessories,Microsoft,Newark,Delaware,East,2016-03-10,First Class,3.0,0.0,53.0,0.44,120.0
2016-03-07,CA-2016-146255,Eugene Moren,Home Office,LG G3,Technology,Phones,LG,Newark,Delaware,East,2016-03-10,First Class,3.0,0.0,171.0,0.29,588.0
2016-01-02,CA-2016-146262,Victoria Wilson,Corporate,Avery 505,Office Supplies,Labels,Avery,Medina,Ohio,East,2016-01-09,Standard Class,2.0,0.2,9.0,0.38,24.0
2016-01-02,CA-2016-146262,Victoria Wilson,Corporate,Speck Products Candyshell Flip Case,Technology,Phones,Other,Medina,Ohio,East,2016-01-09,Standard Class,3.0,0.4,-15.0,-0.23,63.0
2016-01-02,CA-2016-146262,Victoria Wilson,Corporate,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,Sony,Medina,Ohio,East,2016-01-09,Standard Class,2.0,0.2,4.0,0.05,90.0
2016-01-02,CA-2016-146262,Victoria Wilson,Corporate,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,O'Sullivan,Medina,Ohio,East,2016-01-09,Standard Class,5.0,0.5,-244.0,-0.54,452.0
2016-01-02,CA-2016-146262,Victoria Wilson,Corporate,Cisco 9971 IP Video Phone Charcoal,Technology,Machines,Cisco,Medina,Ohio,East,2016-01-09,Standard Class,9.0,0.7,-950.0,-0.8,1188.0
2016-05-04,CA-2016-146290,Stuart Van,Corporate,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,Other,Indianapolis,Indiana,Central,2016-05-11,Standard Class,7.0,0.0,35.0,0.28,126.0
2016-11-20,CA-2016-146465,Patrick Bzostek,Home Office,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,Cardinal,San Francisco,California,West,2016-11-24,Standard Class,9.0,0.2,8.0,0.31,24.0
2016-11-09,CA-2016-146486,Dianna Vittorini,Consumer,Poly String Tie Envelopes,Office Supplies,Envelopes,Poly,Oceanside,New York,East,2016-11-14,Second Class,6.0,0.0,6.0,0.47,12.0
2016-11-09,CA-2016-146486,Dianna Vittorini,Consumer,AmazonBasics 3-Button USB Wired Mouse,Technology,Accessories,Other,Oceanside,New York,East,2016-11-14,Second Class,2.0,0.0,6.0,0.43,14.0
2016-11-09,CA-2016-146486,Dianna Vittorini,Consumer,Tennsco Industrial Shelving,Office Supplies,Storage,Tennsco,Oceanside,New York,East,2016-11-14,Second Class,5.0,0.0,5.0,0.02,245.0
2016-11-09,CA-2016-146486,Dianna Vittorini,Consumer,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology,Accessories,Logitech,Oceanside,New York,East,2016-11-14,Second Class,5.0,0.0,54.0,0.06,900.0
2016-08-24,CA-2016-146563,Cassandra Brandow,Consumer,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,Avery,Arlington,Texas,Central,2016-08-28,Standard Class,3.0,0.8,-4.0,-1.55,3.0
2016-08-24,CA-2016-146563,Cassandra Brandow,Consumer,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,Space Solutions,Arlington,Texas,Central,2016-08-28,Standard Class,14.0,0.2,-136.0,-0.19,724.0
2016-08-24,CA-2016-146563,Cassandra Brandow,Consumer,Hon Racetrack Conference Tables,Furniture,Tables,Hon,Arlington,Texas,Central,2016-08-28,Standard Class,5.0,0.3,-118.0,-0.13,919.0
2016-08-24,CA-2016-146563,Cassandra Brandow,Consumer,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,Other,Arlington,Texas,Central,2016-08-28,Standard Class,7.0,0.2,125.0,0.13,999.0
2016-04-16,CA-2016-146675,Sarah Brown,Consumer,Logitech Keyboard K120,Technology,Accessories,Logitech,Evanston,Illinois,Central,2016-04-20,Standard Class,3.0,0.2,-5.0,-0.11,44.0
2016-04-16,CA-2016-146675,Sarah Brown,Consumer,Canon PC940 Copier,Technology,Copiers,Canon,Evanston,Illinois,Central,2016-04-20,Standard Class,4.0,0.2,486.0,0.34,1440.0
2016-12-14,CA-2016-146696,Rick Duston,Consumer,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,Wilson Jones,San Diego,California,West,2016-12-19,Standard Class,2.0,0.2,3.0,0.34,8.0
2016-03-10,CA-2016-146829,Toby Swindell,Consumer,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,Acco,Houston,Texas,Central,2016-03-10,Same Day,2.0,0.8,-2.0,-1.7,1.0
2016-07-16,CA-2016-146948,Michael Granlund,Home Office,"Acco Banker's Clasps, 5 3/4""-Long",Office Supplies,Fasteners,Acco,Baltimore,Maryland,East,2016-07-20,Standard Class,4.0,0.0,5.0,0.47,12.0
2016-07-16,CA-2016-146948,Michael Granlund,Home Office,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes,Other,Baltimore,Maryland,East,2016-07-20,Standard Class,9.0,0.0,63.0,0.46,137.0
2016-07-16,CA-2016-146948,Michael Granlund,Home Office,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,Global,Baltimore,Maryland,East,2016-07-20,Standard Class,1.0,0.0,44.0,0.29,151.0
2016-06-18,CA-2016-147011,Harold Ryan,Corporate,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,Dixon,Miami,Florida,South,2016-06-22,Standard Class,4.0,0.2,4.0,0.26,14.0
2016-09-19,CA-2016-147102,Nicole Hansen,Corporate,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,Technology,Accessories,Kensington,Columbus,Georgia,South,2016-09-26,Standard Class,4.0,0.0,23.0,0.35,66.0
2016-08-02,CA-2016-147501,Corey-Lock,Consumer,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,Ibico,Seattle,Washington,West,2016-08-06,Standard Class,2.0,0.2,2.0,0.34,6.0
2016-08-02,CA-2016-147501,Corey-Lock,Consumer,Okidata C331dn Printer,Technology,Machines,Okidata,Seattle,Washington,West,2016-08-06,Standard Class,2.0,0.2,42.0,0.08,558.0
2016-02-07,CA-2016-147529,Damala Kotsonis,Corporate,Xerox 1957,Office Supplies,Paper,Xerox,Springfield,Virginia,South,2016-02-11,Standard Class,2.0,0.0,6.0,0.49,13.0
2016-02-07,CA-2016-147529,Damala Kotsonis,Corporate,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,Other,Springfield,Virginia,South,2016-02-11,Standard Class,5.0,0.0,146.0,0.47,311.0
2016-11-10,CA-2016-147690,Sam Craven,Consumer,Iceberg Mobile Mega Data/Printer Cart,Office Supplies,Storage,Iceberg,Philadelphia,Pennsylvania,East,2016-11-14,Standard Class,6.0,0.2,43.0,0.07,578.0
2016-05-31,CA-2016-147788,Tamara Manning,Consumer,Self-Adhesive Removable Labels,Office Supplies,Labels,Other,Orem,Utah,West,2016-06-04,Standard Class,5.0,0.0,8.0,0.48,16.0
2016-05-31,CA-2016-147788,Tamara Manning,Consumer,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,Fellowes,Orem,Utah,West,2016-06-04,Standard Class,2.0,0.0,61.0,0.19,323.0
2016-05-31,CA-2016-147788,Tamara Manning,Consumer,O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases,O'Sullivan,Orem,Utah,West,2016-06-04,Standard Class,7.0,0.0,141.0,0.1,1407.0
2016-09-24,CA-2016-147816,Carlos Meador,Consumer,Samsung HM1900 Bluetooth Headset,Technology,Phones,Samsung,Tucson,Arizona,West,2016-09-26,Second Class,2.0,0.2,13.0,0.38,35.0
2016-12-15,CA-2016-147830,Natalie Fritzler,Consumer,Panasonic KX TS3282W Corded phone,Technology,Phones,Panasonic,Newark,Ohio,East,2016-12-18,First Class,2.0,0.4,-17.0,-0.17,102.0
2016-12-15,CA-2016-147830,Natalie Fritzler,Consumer,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,Howard Miller,Newark,Ohio,East,2016-12-18,First Class,7.0,0.2,69.0,0.26,263.0
2016-12-15,CA-2016-147830,Natalie Fritzler,Consumer,Cubify CubeX 3D Printer Double Head Print,Technology,Machines,Cubify,Newark,Ohio,East,2016-12-18,First Class,2.0,0.7,-2640.0,-1.47,1800.0
2016-12-15,CA-2016-147830,Natalie Fritzler,Consumer,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories,Plantronics,Newark,Ohio,East,2016-12-18,First Class,6.0,0.2,608.0,0.3,2025.0
2016-12-03,CA-2016-147851,Mark Packer,Home Office,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,Cardinal,New York City,New York,East,2016-12-08,Standard Class,4.0,0.2,3.0,0.31,11.0
2016-05-07,CA-2016-147879,Chris Cortes,Consumer,Xerox 1902,Office Supplies,Paper,Xerox,Owensboro,Kentucky,South,2016-05-12,Standard Class,2.0,0.0,21.0,0.46,46.0
2016-07-26,CA-2016-148180,Bart Pistole,Corporate,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,Acco,Oxnard,California,West,2016-07-31,Standard Class,3.0,0.2,3.0,0.34,9.0
