"customer_id","customer_name","customer_segment","order_id","order_date","shipping_city","shipping_state","shipping_region","shipping_country","shipping_postal_code","shipping_date","shipping_mode","order_details_id","product_id","quantity","order_discount","order_profits","order_profit_ratio","order_sales","product_name","product_category","product_subcategory","product_manufacturer"
"683","Scott Cohen","Corporate","CA-2016-111514","2016-08-31 00:00:00","San Francisco","California","West","United States","94122","2016-09-02 00:00:00","First Class","1996","168","7","0.15","201","0.13","1553","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","Furniture","Bookcases","Atlantic"
"273","Eugene Barchas","Consumer","CA-2016-111612","2016-11-28 00:00:00","Columbus","Ohio","East","United States","43229","2016-12-02 00:00:00","Standard Class","1997","1507","2","0.2","1","0.19","3","Staples","Office Supplies","Fasteners","Other"
"273","Eugene Barchas","Consumer","CA-2016-111612","2016-11-28 00:00:00","Columbus","Ohio","East","United States","43229","2016-12-02 00:00:00","Standard Class","1998","1447","5","0.2","10","0.14","71","Seth Thomas 13 1/2"" Wall Clock","Furniture","Furnishings","Seth Thomas"
"420","Karl Braun","Consumer","CA-2016-111703","2016-07-02 00:00:00","Hollywood","Florida","South","United States","33021","2016-07-09 00:00:00","Standard Class","1999","538","3","0.2","4","0.34","12","Easy-staple paper","Office Supplies","Paper","Easy-staple paper"
"420","Karl Braun","Consumer","CA-2016-111703","2016-07-02 00:00:00","Hollywood","Florida","South","United States","33021","2016-07-09 00:00:00","Standard Class","2000","1754","3","0.2","6","0.36","16","Xerox 1957","Office Supplies","Paper","Xerox"
"618","Ralph Arnett","Consumer","CA-2016-111780","2016-12-25 00:00:00","San Diego","California","West","United States","92037","2016-12-30 00:00:00","Second Class","2001","925","3","0","6","0.49","13","Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad","Office Supplies","Paper","Other"
"618","Ralph Arnett","Consumer","CA-2016-111780","2016-12-25 00:00:00","San Diego","California","West","United States","92037","2016-12-30 00:00:00","Second Class","2002","780","3","0","8","0.45","18","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)","Office Supplies","Paper","Other"
"618","Ralph Arnett","Consumer","CA-2016-111780","2016-12-25 00:00:00","San Diego","California","West","United States","92037","2016-12-30 00:00:00","Second Class","2003","372","5","0.2","225","0.19","1200","Brother DCP1000 Digital 3 in 1 Multifunction Machine","Technology","Copiers","Brother"
"290","Fred Hopkins","Corporate","CA-2016-111829","2016-03-19 00:00:00","Seattle","Washington","West","United States","98115","2016-03-20 00:00:00","First Class","2004","1111","2","0","101","0.48","210","Multicolor Computer Printout Paper","Office Supplies","Paper","Other"
"290","Fred Hopkins","Corporate","CA-2016-111829","2016-03-19 00:00:00","Seattle","Washington","West","United States","98115","2016-03-20 00:00:00","First Class","2005","514","3","0","349","0.28","1248","Deluxe Rollaway Locking File with Drawer","Office Supplies","Storage","Other"
"290","Fred Hopkins","Corporate","CA-2016-111829","2016-03-19 00:00:00","Seattle","Washington","West","United States","98115","2016-03-20 00:00:00","First Class","2006","406","7","0","1480","0.47","3150","Canon PC940 Copier","Technology","Copiers","Canon"
"596","Paul Prost","Home Office","CA-2016-111864","2016-06-19 00:00:00","Philadelphia","Pennsylvania","East","United States","19134","2016-06-19 00:00:00","Same Day","2007","1441","2","0.2","2","0.34","6","Self-Adhesive Address Labels for Typewriters with Dispenser Box","Office Supplies","Labels","Other"
"33","Andrew Gjertsen","Corporate","CA-2016-111948","2016-11-11 00:00:00","Detroit","Michigan","Central","United States","48234","2016-11-11 00:00:00","Same Day","2008","815","2","0.1","47","0.38","124","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","Office Supplies","Appliances","Holmes"
"33","Andrew Gjertsen","Corporate","CA-2016-111948","2016-11-11 00:00:00","Detroit","Michigan","Central","United States","48234","2016-11-11 00:00:00","Same Day","2009","103","7","0","117","0.28","418","Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers","Office Supplies","Storage","Advantus"
"243","Duane Benoit","Consumer","CA-2016-111990","2016-11-08 00:00:00","Houston","Texas","Central","United States","77095","2016-11-13 00:00:00","Standard Class","2010","1647","6","0.8","-17","-1.65","10","Wilson Jones Leather-Like Binders with DublLock Round Rings","Office Supplies","Binders","Wilson Jones"
"580","Odella Nelson","Corporate","CA-2016-112014","2016-08-13 00:00:00","Yucaipa","California","West","United States","92399","2016-08-20 00:00:00","Standard Class","2011","30","5","0","13","0.26","51","50 Colored Long Pencils","Office Supplies","Art","Other"
"692","Shahid Hopkins","Consumer","CA-2016-112053","2016-10-11 00:00:00","Rochester","New York","East","United States","14609","2016-10-13 00:00:00","Second Class","2012","1074","1","0","2","0.07","32","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack","Technology","Accessories","Memorex"
"364","Jeremy Ellison","Consumer","CA-2016-112116","2016-03-16 00:00:00","Seattle","Washington","West","United States","98103","2016-03-18 00:00:00","Second Class","2013","964","2","0","45","0.26","172","KI Adjustable-Height Table","Furniture","Tables","KI"
"718","Stewart Visinsky","Consumer","CA-2016-112130","2016-05-03 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2016-05-07 00:00:00","Standard Class","2014","1688","2","0.2","3","0.36","8","Xerox 1897","Office Supplies","Paper","Xerox"
"718","Stewart Visinsky","Consumer","CA-2016-112130","2016-05-03 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2016-05-07 00:00:00","Standard Class","2015","366","7","0.2","2","0.11","18","Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack","Office Supplies","Appliances","Other"
"718","Stewart Visinsky","Consumer","CA-2016-112130","2016-05-03 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2016-05-07 00:00:00","Standard Class","2016","813","2","0.2","7","0.28","24","Holmes Replacement Filter for HEPA Air Cleaner, Large Room","Office Supplies","Appliances","Holmes"
"718","Stewart Visinsky","Consumer","CA-2016-112130","2016-05-03 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2016-05-07 00:00:00","Standard Class","2017","1403","3","0.2","0","-0.01","28","SanDisk Cruzer 16 GB USB Flash Drive","Technology","Accessories","SanDisk"
"718","Stewart Visinsky","Consumer","CA-2016-112130","2016-05-03 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2016-05-07 00:00:00","Standard Class","2018","1420","2","0.2","14","0.24","60","Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set","Office Supplies","Art","Sanford"
"718","Stewart Visinsky","Consumer","CA-2016-112130","2016-05-03 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2016-05-07 00:00:00","Standard Class","2019","636","3","0.2","-10","-0.13","77","Fellowes Bankers Box Stor/Drawer Steel Plus","Office Supplies","Storage","Fellowes"
"718","Stewart Visinsky","Consumer","CA-2016-112130","2016-05-03 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2016-05-07 00:00:00","Standard Class","2020","761","6","0.3","-36","-0.04","844","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black","Furniture","Chairs","Global"
"182","Craig Yedwab","Corporate","CA-2016-112144","2016-06-28 00:00:00","Gilbert","Arizona","West","United States","85234","2016-07-02 00:00:00","Standard Class","2021","212","2","0.2","2","0.34","6","Avery 501","Office Supplies","Labels","Avery"
"182","Craig Yedwab","Corporate","CA-2016-112144","2016-06-28 00:00:00","Gilbert","Arizona","West","United States","85234","2016-07-02 00:00:00","Standard Class","2022","596","4","0.2","47","0.08","622","Electrix Halogen Magnifier Lamp","Furniture","Furnishings","Electrix"
"46","Anna Häberlin","Corporate","CA-2016-112214","2016-08-05 00:00:00","Dallas","Texas","Central","United States","75220","2016-08-11 00:00:00","Standard Class","2023","269","1","0.8","-2","-1.6","1","Avery Self-Adhesive Photo Pockets for Polaroid Photos","Office Supplies","Binders","Avery"
"46","Anna Häberlin","Corporate","CA-2016-112214","2016-08-05 00:00:00","Dallas","Texas","Central","United States","75220","2016-08-11 00:00:00","Standard Class","2024","572","5","0.6","-11","-0.78","15","Eldon Expressions Wood Desk Accessories, Oak","Furniture","Furnishings","Eldon"
"46","Anna Häberlin","Corporate","CA-2016-112214","2016-08-05 00:00:00","Dallas","Texas","Central","United States","75220","2016-08-11 00:00:00","Standard Class","2025","1516","3","0.2","-5","-0.21","23","Stiletto Hand Letter Openers","Office Supplies","Supplies","Other"
"46","Anna Häberlin","Corporate","CA-2016-112214","2016-08-05 00:00:00","Dallas","Texas","Central","United States","75220","2016-08-11 00:00:00","Standard Class","2026","1263","7","0.2","-1","-0.04","33","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","Office Supplies","Storage","Other"
"426","Katrina Bavinger","Home Office","CA-2016-112305","2016-11-20 00:00:00","Seattle","Washington","West","United States","98105","2016-11-25 00:00:00","Standard Class","2027","125","2","0","6","0.43","14","AmazonBasics 3-Button USB Wired Mouse","Technology","Accessories","Other"
"426","Katrina Bavinger","Home Office","CA-2016-112305","2016-11-20 00:00:00","Seattle","Washington","West","United States","98105","2016-11-25 00:00:00","Standard Class","2028","572","3","0","6","0.29","22","Eldon Expressions Wood Desk Accessories, Oak","Furniture","Furnishings","Eldon"
"426","Katrina Bavinger","Home Office","CA-2016-112305","2016-11-20 00:00:00","Seattle","Washington","West","United States","98105","2016-11-25 00:00:00","Standard Class","2029","1150","6","0","31","0.26","119","Newell 334","Office Supplies","Art","Newell"
"34","Andrew Roberts","Consumer","CA-2016-112319","2016-08-31 00:00:00","Los Angeles","California","West","United States","90004","2016-09-05 00:00:00","Standard Class","2030","1831","9","0","28","0.48","58","Xerox 226","Office Supplies","Paper","Xerox"
"647","Roger Demir","Consumer","CA-2016-112375","2016-12-21 00:00:00","Daytona Beach","Florida","South","United States","32114","2016-12-27 00:00:00","Standard Class","2031","1340","2","0.2","9","0.34","27","Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13","Office Supplies","Envelopes","Other"
"647","Roger Demir","Consumer","CA-2016-112375","2016-12-21 00:00:00","Daytona Beach","Florida","South","United States","32114","2016-12-27 00:00:00","Standard Class","2032","1079","6","0.2","15","0.29","51","Memorex Micro Travel Drive 4 GB","Technology","Accessories","Memorex"
"555","Nat Carroll","Consumer","CA-2016-112452","2016-04-04 00:00:00","Lansing","Michigan","Central","United States","48911","2016-04-04 00:00:00","Same Day","2033","1507","2","0","3","0.45","6","Staples","Office Supplies","Fasteners","Other"
"555","Nat Carroll","Consumer","CA-2016-112452","2016-04-04 00:00:00","Lansing","Michigan","Central","United States","48911","2016-04-04 00:00:00","Same Day","2034","1454","1","0","0","0.04","11","Shocksock Galaxy S4 Armband","Technology","Phones","Other"
"555","Nat Carroll","Consumer","CA-2016-112452","2016-04-04 00:00:00","Lansing","Michigan","Central","United States","48911","2016-04-04 00:00:00","Same Day","2035","46","2","0","6","0.46","13","Acco Expandable Hanging Binders","Office Supplies","Binders","Acco"
"555","Nat Carroll","Consumer","CA-2016-112452","2016-04-04 00:00:00","Lansing","Michigan","Central","United States","48911","2016-04-04 00:00:00","Same Day","2036","372","2","0","210","0.35","600","Brother DCP1000 Digital 3 in 1 Multifunction Machine","Technology","Copiers","Brother"
"555","Nat Carroll","Consumer","CA-2016-112452","2016-04-04 00:00:00","Lansing","Michigan","Central","United States","48911","2016-04-04 00:00:00","Same Day","2037","863","2","0.1","107","0.17","644","Hoover Shoulder Vac Commercial Portable Vacuum","Office Supplies","Appliances","Hoover"
"210","David Philippe","Consumer","CA-2016-112522","2016-10-10 00:00:00","Chicago","Illinois","Central","United States","60610","2016-10-17 00:00:00","Standard Class","2038","245","3","0.2","1","0.13","8","Avery Fluorescent Highlighter Four-Color Set","Office Supplies","Art","Avery"
"389","John Lucas","Consumer","CA-2016-112557","2016-04-25 00:00:00","New York City","New York","East","United States","10035","2016-04-28 00:00:00","First Class","2039","815","3","0","91","0.44","206","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","Office Supplies","Appliances","Holmes"
"194","Daniel Lacy","Consumer","CA-2016-112571","2016-09-22 00:00:00","Oceanside","California","West","United States","92054","2016-09-22 00:00:00","Same Day","2040","1042","2","0","53","0.26","205","Luxo Professional Combination Clamp-On Lamps","Furniture","Furnishings","Luxo"
"291","Fred McMath","Consumer","CA-2016-112711","2016-07-12 00:00:00","Amarillo","Texas","Central","United States","79109","2016-07-18 00:00:00","Standard Class","2041","1611","4","0.2","31","0.1","307","Vtech CS6719","Technology","Phones","Other"
"198","Darren Koutras","Consumer","CA-2016-112767","2016-08-02 00:00:00","Springfield","Oregon","West","United States","97477","2016-08-06 00:00:00","Standard Class","2042","279","4","0.5","-189","-0.68","278","Balt Split Level Computer Training Table","Furniture","Tables","Balt"
"662","Ryan Akin","Consumer","CA-2016-112823","2016-12-10 00:00:00","Cleveland","Ohio","East","United States","44105","2016-12-16 00:00:00","Standard Class","2043","1060","2","0.2","4","0.18","25","Maxell 4.7GB DVD-RW 3/Pack","Technology","Accessories","Maxell"
"139","Chad Cunningham","Home Office","CA-2016-113040","2016-08-27 00:00:00","Los Angeles","California","West","United States","90045","2016-08-31 00:00:00","Standard Class","2044","249","1","0.2","2","0.33","5","Avery Heavy-Duty EZD View Binder with Locking Rings","Office Supplies","Binders","Avery"
"84","Berenike Kampe","Consumer","CA-2016-113110","2016-03-19 00:00:00","San Bernardino","California","West","United States","92404","2016-03-23 00:00:00","Standard Class","2045","1440","2","0","7","0.47","15","Self-Adhesive Address Labels for Typewriters by Universal","Office Supplies","Labels","Universal"
"84","Berenike Kampe","Consumer","CA-2016-113110","2016-03-19 00:00:00","San Bernardino","California","West","United States","92404","2016-03-23 00:00:00","Standard Class","2046","690","2","0.2","6","0.36","18","GBC Imprintable Covers","Office Supplies","Binders","GBC"
"84","Berenike Kampe","Consumer","CA-2016-113110","2016-03-19 00:00:00","San Bernardino","California","West","United States","92404","2016-03-23 00:00:00","Standard Class","2047","76","4","0","9","0.26","33","Acme Elite Stainless Steel Scissors","Office Supplies","Supplies","Acme"
"84","Berenike Kampe","Consumer","CA-2016-113110","2016-03-19 00:00:00","San Bernardino","California","West","United States","92404","2016-03-23 00:00:00","Standard Class","2048","1657","6","0","20","0.49","40","Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page","Office Supplies","Paper","Wirebound"
"486","Maria Bertelson","Consumer","CA-2016-113131","2016-09-24 00:00:00","Columbus","Ohio","East","United States","43229","2016-09-24 00:00:00","Same Day","2049","71","6","0.7","-4","-0.67","7","Accohide Poly Flexible Ring Binders","Office Supplies","Binders","ACCOHIDE"
"486","Maria Bertelson","Consumer","CA-2016-113131","2016-09-24 00:00:00","Columbus","Ohio","East","United States","43229","2016-09-24 00:00:00","Same Day","2050","8","2","0.2","6","0.35","16","#6 3/4 Gummed Flap White Envelopes","Office Supplies","Envelopes","Other"
"486","Maria Bertelson","Consumer","CA-2016-113131","2016-09-24 00:00:00","Columbus","Ohio","East","United States","43229","2016-09-24 00:00:00","Same Day","2051","1164","5","0.2","2","0.11","17","Newell 347","Office Supplies","Art","Newell"
"486","Maria Bertelson","Consumer","CA-2016-113131","2016-09-24 00:00:00","Columbus","Ohio","East","United States","43229","2016-09-24 00:00:00","Same Day","2052","179","1","0.2","8","0.33","24","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","Office Supplies","Labels","Avery"
"486","Maria Bertelson","Consumer","CA-2016-113131","2016-09-24 00:00:00","Columbus","Ohio","East","United States","43229","2016-09-24 00:00:00","Same Day","2053","1556","2","0.2","2","0.05","34","Tennsco Lockers, Sand","Office Supplies","Storage","Tennsco"
"776","Valerie Dominguez","Consumer","CA-2016-113145","2016-11-01 00:00:00","New York City","New York","East","United States","10011","2016-11-05 00:00:00","Standard Class","2054","274","4","0","6","0.46","14","Avoid Verbal Orders Carbonless Minifold Book","Office Supplies","Paper","Other"
"776","Valerie Dominguez","Consumer","CA-2016-113145","2016-11-01 00:00:00","New York City","New York","East","United States","10011","2016-11-05 00:00:00","Standard Class","2055","1281","1","0","1","0.03","43","Plantronics MX500i Earset","Technology","Phones","Plantronics"
"776","Valerie Dominguez","Consumer","CA-2016-113145","2016-11-01 00:00:00","New York City","New York","East","United States","10011","2016-11-05 00:00:00","Standard Class","2056","869","5","0","106","0.41","260","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","Furniture","Furnishings","Howard Miller"
"776","Valerie Dominguez","Consumer","CA-2016-113145","2016-11-01 00:00:00","New York City","New York","East","United States","10011","2016-11-05 00:00:00","Standard Class","2057","1668","4","0","126","0.25","504","Xblue XB-1670-86 X16 Small Office Telephone - Titanium","Technology","Phones","Other"
"776","Valerie Dominguez","Consumer","CA-2016-113145","2016-11-01 00:00:00","New York City","New York","East","United States","10011","2016-11-05 00:00:00","Standard Class","2058","1330","7","0","602","0.43","1400","Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset","Technology","Accessories","Razer"
"374","Jim Karlsson","Consumer","CA-2016-113152","2016-12-25 00:00:00","New York City","New York","East","United States","10024","2016-12-30 00:00:00","Standard Class","2059","169","2","0.2","56","0.13","450","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","Furniture","Bookcases","Atlantic"
"374","Jim Karlsson","Consumer","CA-2016-113152","2016-12-25 00:00:00","New York City","New York","East","United States","10024","2016-12-30 00:00:00","Standard Class","2060","1283","2","0","371","0.44","844","Plantronics Savi W720 Multi-Device Wireless Headset System","Technology","Accessories","Plantronics"
"214","Dean Katz","Corporate","CA-2016-113173","2016-11-15 00:00:00","Chicago","Illinois","Central","United States","60653","2016-11-17 00:00:00","Second Class","2061","1504","5","0.2","-2","-0.2","9","Staple remover","Office Supplies","Supplies","Staple remover"
"214","Dean Katz","Corporate","CA-2016-113173","2016-11-15 00:00:00","Chicago","Illinois","Central","United States","60653","2016-11-17 00:00:00","Second Class","2062","674","3","0.8","-17","-1.5","11","Flexible Leather- Look Classic Collection Ring Binder","Office Supplies","Binders","Other"
"214","Dean Katz","Corporate","CA-2016-113173","2016-11-15 00:00:00","Chicago","Illinois","Central","United States","60653","2016-11-17 00:00:00","Second Class","2063","817","9","0.2","16","0.06","250","Home/Office Personal File Carts","Office Supplies","Storage","Other"
"138","Cathy Prescott","Corporate","CA-2016-113215","2016-09-03 00:00:00","Tucson","Arizona","West","United States","85705","2016-09-08 00:00:00","Standard Class","2064","728","3","0.2","89","0.38","238","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","Furniture","Furnishings","GE"
"51","Anthony Garverick","Home Office","CA-2016-113222","2016-11-09 00:00:00","Lawrence","Indiana","Central","United States","46226","2016-11-09 00:00:00","Same Day","2065","263","3","0","5","0.48","11","Avery Poly Binder Pockets","Office Supplies","Binders","Avery"
"253","Eleni McCrary","Corporate","CA-2016-113404","2016-07-16 00:00:00","San Francisco","California","West","United States","94122","2016-07-16 00:00:00","Same Day","2066","824","3","0.2","79","0.11","700","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs","Furniture","Chairs","Hon"
"253","Eleni McCrary","Corporate","CA-2016-113404","2016-07-16 00:00:00","San Francisco","California","West","United States","94122","2016-07-16 00:00:00","Same Day","2067","818","6","0.2","-219","-0.16","1349","Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs","Furniture","Chairs","Hon"
"695","Shaun Chance","Corporate","CA-2016-113523","2016-09-04 00:00:00","Philadelphia","Pennsylvania","East","United States","19140","2016-09-08 00:00:00","Standard Class","2068","249","4","0.7","-6","-0.8","8","Avery Heavy-Duty EZD View Binder with Locking Rings","Office Supplies","Binders","Avery"
"46","Anna Häberlin","Corporate","CA-2016-113628","2016-11-12 00:00:00","Plantation","Florida","South","United States","33317","2016-11-19 00:00:00","Standard Class","2069","1459","3","0.7","-4","-0.8","5","SlimView Poly Binder, 3/8""","Office Supplies","Binders","Other"
"46","Anna Häberlin","Corporate","CA-2016-113628","2016-11-12 00:00:00","Plantation","Florida","South","United States","33317","2016-11-19 00:00:00","Standard Class","2070","1647","2","0.7","-4","-0.77","5","Wilson Jones Leather-Like Binders with DublLock Round Rings","Office Supplies","Binders","Wilson Jones"
"46","Anna Häberlin","Corporate","CA-2016-113628","2016-11-12 00:00:00","Plantation","Florida","South","United States","33317","2016-11-19 00:00:00","Standard Class","2071","1131","5","0.2","1","0.11","12","Newell 317","Office Supplies","Art","Newell"
"46","Anna Häberlin","Corporate","CA-2016-113628","2016-11-12 00:00:00","Plantation","Florida","South","United States","33317","2016-11-19 00:00:00","Standard Class","2072","1612","1","0.2","10","0.1","101","VTech DS6151","Technology","Phones","Other"
"46","Anna Häberlin","Corporate","CA-2016-113628","2016-11-12 00:00:00","Plantation","Florida","South","United States","33317","2016-11-19 00:00:00","Standard Class","2073","765","3","0.2","16","0.11","146","Global Push Button Manager's Chair, Indigo","Furniture","Chairs","Global"
"46","Anna Häberlin","Corporate","CA-2016-113628","2016-11-12 00:00:00","Plantation","Florida","South","United States","33317","2016-11-19 00:00:00","Standard Class","2074","1206","5","0.2","-72","-0.14","524","Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal","Furniture","Chairs","Office Star"
"691","Shahid Collister","Consumer","CA-2016-113740","2016-08-24 00:00:00","New York City","New York","East","United States","10035","2016-08-28 00:00:00","Second Class","2075","498","3","0","5","0.31","15","DAX Value U-Channel Document Frames, Easel Back","Furniture","Furnishings","DAX"
"573","Nicole Hansen","Corporate","CA-2016-113901","2016-10-19 00:00:00","Detroit","Michigan","Central","United States","48227","2016-10-24 00:00:00","Standard Class","2076","249","6","0","18","0.46","38","Avery Heavy-Duty EZD View Binder with Locking Rings","Office Supplies","Binders","Avery"
"573","Nicole Hansen","Corporate","CA-2016-113901","2016-10-19 00:00:00","Detroit","Michigan","Central","United States","48227","2016-10-24 00:00:00","Standard Class","2077","1232","5","0","45","0.3","150","OtterBox Defender Series Case - Samsung Galaxy S4","Technology","Phones","OtterBox"
"168","Claudia Bergmann","Corporate","CA-2016-113971","2016-05-08 00:00:00","Cuyahoga Falls","Ohio","East","United States","44221","2016-05-14 00:00:00","Standard Class","2078","587","6","0.2","1","0.15","8","Eldon Regeneration Recycled Desk Accessories, Smoke","Furniture","Furnishings","Eldon"
"262","Eric Hoffmann","Consumer","CA-2016-114048","2016-12-14 00:00:00","Costa Mesa","California","West","United States","92627","2016-12-18 00:00:00","Standard Class","2079","1505","3","0","13","0.44","29","Staple-based wall hangings","Furniture","Furnishings","Staple-based wall hangings"
"557","Natalie DeCherney","Consumer","CA-2016-114069","2016-07-13 00:00:00","New York City","New York","East","United States","10035","2016-07-15 00:00:00","Second Class","2080","538","2","0","5","0.47","10","Easy-staple paper","Office Supplies","Paper","Easy-staple paper"
"557","Natalie DeCherney","Consumer","CA-2016-114069","2016-07-13 00:00:00","New York City","New York","East","United States","10035","2016-07-15 00:00:00","Second Class","2081","696","2","0.2","4","0.36","12","GBC Plastic Binding Combs","Office Supplies","Binders","GBC"
"557","Natalie DeCherney","Consumer","CA-2016-114069","2016-07-13 00:00:00","New York City","New York","East","United States","10035","2016-07-15 00:00:00","Second Class","2082","1378","9","0.1","322","0.17","1931","Safco Contoured Stacking Chairs","Furniture","Chairs","SAFCO"
"484","Marc Crier","Consumer","CA-2016-114237","2016-03-13 00:00:00","Seattle","Washington","West","United States","98103","2016-03-15 00:00:00","First Class","2083","1389","2","0","40","0.28","142","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","Furniture","Bookcases","SAFCO"
"59","Art Foster","Consumer","CA-2016-114300","2016-10-13 00:00:00","Louisville","Kentucky","South","United States","40214","2016-10-17 00:00:00","Standard Class","2084","891","7","0","23","0.28","84","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","Technology","Phones","Other"
"59","Art Foster","Consumer","CA-2016-114300","2016-10-13 00:00:00","Louisville","Kentucky","South","United States","40214","2016-10-17 00:00:00","Standard Class","2085","746","3","0","78","0.27","288","Global Deluxe Office Fabric Chairs","Furniture","Chairs","Global"
"732","Tamara Dahlen","Consumer","CA-2016-114468","2016-08-23 00:00:00","Bolingbrook","Illinois","Central","United States","60440","2016-08-23 00:00:00","Same Day","2086","812","2","0.8","-14","-2.35","6","Holmes Odor Grabber","Office Supplies","Appliances","Holmes"
"732","Tamara Dahlen","Consumer","CA-2016-114468","2016-08-23 00:00:00","Bolingbrook","Illinois","Central","United States","60440","2016-08-23 00:00:00","Same Day","2087","1809","2","0.2","4","0.35","10","Xerox 206","Office Supplies","Paper","Xerox"
"732","Tamara Dahlen","Consumer","CA-2016-114468","2016-08-23 00:00:00","Bolingbrook","Illinois","Central","United States","60440","2016-08-23 00:00:00","Same Day","2088","1507","8","0.2","2","0.19","12","Staples","Office Supplies","Fasteners","Other"
"732","Tamara Dahlen","Consumer","CA-2016-114468","2016-08-23 00:00:00","Bolingbrook","Illinois","Central","United States","60440","2016-08-23 00:00:00","Same Day","2089","88","4","0.2","3","0.09","32","Acme Tagit Stainless Steel Antibacterial Scissors","Office Supplies","Supplies","Acme"
"25","Allen Armold","Consumer","CA-2016-114503","2016-11-13 00:00:00","Lebanon","Tennessee","South","United States","37087","2016-11-17 00:00:00","Standard Class","2090","1301","6","0.2","6","0.08","85","Portfile Personal File Boxes","Office Supplies","Storage","Other"
"432","Keith Dawkins","Corporate","CA-2016-114811","2016-11-08 00:00:00","New York City","New York","East","United States","10024","2016-11-08 00:00:00","Same Day","2091","1184","3","0","5","0.4","12","Nu-Dell EZ-Mount Plastic Wall Frames","Furniture","Furnishings","Nu-Dell"
"432","Keith Dawkins","Corporate","CA-2016-114811","2016-11-08 00:00:00","New York City","New York","East","United States","10024","2016-11-08 00:00:00","Same Day","2092","642","5","0","17","0.25","67","Fellowes Desktop Hanging File Manager","Office Supplies","Storage","Fellowes"
"432","Keith Dawkins","Corporate","CA-2016-114811","2016-11-08 00:00:00","New York City","New York","East","United States","10024","2016-11-08 00:00:00","Same Day","2093","1100","2","0","143","0.26","550","Mitel MiVoice 5330e IP Phone","Technology","Phones","Mitel"
"432","Keith Dawkins","Corporate","CA-2016-114811","2016-11-08 00:00:00","New York City","New York","East","United States","10024","2016-11-08 00:00:00","Same Day","2094","825","2","0.1","116","0.2","578","Hon 4070 Series Pagoda Round Back Stacking Chairs","Furniture","Chairs","Hon"
"432","Keith Dawkins","Corporate","CA-2016-114811","2016-11-08 00:00:00","New York City","New York","East","United States","10024","2016-11-08 00:00:00","Same Day","2095","1849","4","0","2229","0.48","4644","Zebra ZM400 Thermal Label Printer","Technology","Machines","Zebra"
"467","Lisa Hazard","Consumer","CA-2016-114923","2016-02-08 00:00:00","Columbus","Ohio","East","United States","43229","2016-02-13 00:00:00","Standard Class","2096","944","3","0.4","-27","-0.25","108","JBL Micro Wireless Portable Bluetooth Speaker","Technology","Phones","Other"
"383","Joel Jenkins","Home Office","CA-2016-115091","2016-10-05 00:00:00","Springfield","Virginia","South","United States","22153","2016-10-09 00:00:00","Standard Class","2097","812","2","0","10","0.33","29","Holmes Odor Grabber","Office Supplies","Appliances","Holmes"
"383","Joel Jenkins","Home Office","CA-2016-115091","2016-10-05 00:00:00","Springfield","Virginia","South","United States","22153","2016-10-09 00:00:00","Standard Class","2098","1139","4","0","13","0.28","46","Newell 324","Office Supplies","Art","Newell"
"103","Brenda Bowman","Corporate","CA-2016-115168","2016-06-05 00:00:00","Saint Charles","Missouri","Central","United States","63301","2016-06-09 00:00:00","Standard Class","2099","1780","2","0","5","0.45","11","Xerox 1981","Office Supplies","Paper","Xerox"
